name,amenity,healthcare,speciality,addr:full,addr:city,latitude,longitude,capacity
Optometri UKM Kesihatan,other,optometrist,general,Unknown,Sepang,2.8070174,101.6950548,0.0
Poliklinik Nur Fatimah,clinic,clinic,general,Unknown,Dengkil,2.8652683,101.6734425,0.0
PharMart,pharmacy,pharmacy,general,Unknown,Dengkil,2.8670432,101.6731541,0.0
Dr Ai Ling Medic Care Clinic,clinic,clinic,general,Unknown,Unknown,1.5533319,110.3527335,0.0
Guardian,pharmacy,pharmacy,general,Unknown,Unknown,3.0766252,101.7424372,0.0
Klinik Komuniti Bandar Saujana Utama,clinic,clinic,general,Unknown,Unknown,3.2056593,101.4872983,0.0
Raflesia Medical Centre,clinic,,general,Unknown,Unknown,5.9190953,116.0576995,0.0
Pok Huat Dental Clinic,other,dentist,general,Unknown,Miri,4.3897942,113.9859582,0.0
Klinik Peter Lee,clinic,clinic,occupational;general,Unknown,Miri,4.390033,113.9850278,0.0
Guardian,pharmacy,pharmacy,general,Unknown,Unknown,3.2110165,101.6161954,0.0
Avisena Dialysis Centre,clinic,dialysis,nephrology,Unknown,Unknown,3.0719941,101.5227724,0.0
Chong Dental Surgery,other,dentist,general,Unknown,Unknown,3.2105052,101.6592072,0.0
AA Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,3.2104517,101.6592053,0.0
Wing Sang Medical Hall,clinic,clinic,general,Unknown,Unknown,3.211291,101.6592655,0.0
HTM Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,4.5719396,101.1149887,0.0
Watsons,pharmacy,pharmacy,general,Unknown,Unknown,4.5712698,101.1135534,0.0
Poliklinik Care Medics,clinic,clinic,general,Unknown,Unknown,2.9847138,101.6185752,0.0
Klinik Yee,clinic,clinic,general,Unknown,Miri,4.3921081,113.9856203,0.0
Guardian,pharmacy,pharmacy,general,Unknown,Unknown,3.1402418,101.7793169,0.0
Klinik Sofea,other,doctor,general,Unknown,Bandar Baru Bangi,2.9684048,101.7748969,0.0
Farmasi Constant,pharmacy,pharmacy,general,Unknown,Unknown,3.1589428,101.7510163,0.0
Klinik Dr Aishah,clinic,clinic,general,Unknown,Unknown,3.1461758,101.7562817,0.0
Klinik Damai Perdana,clinic,clinic,general,Unknown,Unknown,3.0462394,101.7394035,0.0
Klinik Len Seng,clinic,clinic,general,Unknown,Unknown,3.0743077,101.7450461,0.0
Klinik Dr. Nurul,clinic,clinic,general,Unknown,Unknown,3.07449,101.7372505,0.0
Klinik Komuniti Alam Damai,clinic,clinic,general,Unknown,Unknown,3.0715894,101.7427516,0.0
Klinik 1Malaysia,clinic,clinic,general,Unknown,Unknown,3.0085552,101.7376791,0.0
Pusat Kesihitan Universiti,hospital,hospital,general,Unknown,Unknown,2.9915544,101.7084232,0.0
Fong & Mak Chinese Physicians & Accupuncture Specialists,other,alternative,traditional_chinese_medicine,Unknown,Unknown,1.5527715,110.3504777,0.0
Synergist Physiotherapy Centre,other,physiotherapist,physiotherapy,Unknown,Kota Kinabalu,5.9188682,116.0573548,0.0
Klinik Ortopedik & Traumatologi,other,yes,general,Unknown,Unknown,3.1712296,101.6991576,0.0
Pusat Transplan Buah Pinggang Kebangsaan,other,yes,general,Unknown,Unknown,3.1723461,101.6994532,0.0
Shafiee Optometry Sdn Bhd,other,optometrist,general,Unknown,Miri,4.3887543,113.9844068,0.0
Luong Guong Medical Hall,other,alternative,general,Unknown,Miri,4.392704,113.9858989,0.0
PPV Ideal Convention Centre,other,vaccination_centre,vaccination,Unknown,Shah Alam,3.0660641,101.5265257,0.0
Shing Kang Medical,other,alternative,traditional_chinese_medicine,Unknown,Miri,4.3934097,113.9866776,0.0
Clinic Wanita Choy,clinic,clinic,general,Unknown,Unknown,3.1394466,101.7106425,0.0
Klinik Desa Kampung Jijan,clinic,clinic,general,Unknown,Unknown,2.7658509,101.778481,0.0
The KL Clinic,clinic,clinic,general,Unknown,Unknown,3.1292543,101.7213237,0.0
Klinik Harun,clinic,clinic,general,Unknown,Unknown,3.1660935,101.7145115,0.0
Klinik Dr Alyna,clinic,clinic,general,Unknown,Unknown,3.1965958,101.7410895,0.0
Guardian,pharmacy,pharmacy,general,Unknown,Unknown,3.2092957,101.7494049,0.0
Poliklinik Zazali,clinic,clinic,general,Unknown,Unknown,3.2081816,101.7197311,0.0
Dialisis Amal MAA Medicare,clinic,clinic,general,Unknown,Kajang,2.9785156,101.7732888,0.0
Klinik Medika,other,doctor,general,Unknown,Kajang,2.977828,101.7736677,0.0
Poliklinik An-Nisa',other,doctor,general,Unknown,Bandar Baru Bangi,2.9700165,101.7737573,0.0
Poliklinik Abdul Rahman,other,doctor,general,Unknown,Kajang,2.9746058,101.7824332,0.0
Klinik Pergigian Norfaizah,other,dentist,general,Unknown,Kajang,2.9762091,101.7802443,0.0
Darussyifa,clinic,clinic,general,Unknown,Unknown,2.9493777,101.7688908,0.0
Klinik Pergigian Alan Adlan,other,dentist,general,Unknown,Bandar Baru Bangi,2.9624542,101.7614693,0.0
Klinik Pergigian Azlina Gombak,clinic,clinic,general,Unknown,Unknown,3.2132978,101.7125911,0.0
Klinik Maju,clinic,clinic,general,Unknown,Unknown,3.2102275,101.7183358,0.0
Klinik Idzham,clinic,clinic,general,Unknown,Unknown,3.2136192,101.7125743,0.0
Klinik Pergigian Setia,clinic,clinic,dentist,Unknown,Unknown,3.2129946,101.7118928,0.0
KLINIK DR BAZILAH,hospital,hospital,general;dermatology;Hair,Unknown,Bandar Baru Bangi,2.9609029,101.7539895,0.0
Poliklinik Permata,clinic,clinic,general,Unknown,Unknown,3.1717085,101.7509899,0.0
Pusat Hemodialisis Mawar (Cawangan Sepang),clinic,clinic,general,Unknown,Sepang,2.6914672,101.7515498,0.0
Wellcome Pharmacy,pharmacy,pharmacy,general,Unknown,Kuala Lumpur,3.1447868,101.7136882,0.0
Beverly Wilshire,other,dentist,general,Unknown,Unknown,3.1458469,101.7217912,0.0
Klinik Dr. Ko,clinic,clinic,general,Unknown,Unknown,3.1293148,101.7136161,0.0
Klinik Alam Medic,clinic,clinic,general,Unknown,Unknown,3.1005261,101.7323682,0.0
Klinik Pergigian Drs Wong & Partners,other,dentist,general,Unknown,Unknown,3.1005278,101.7322346,0.0
Srimulia Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,3.1006704,101.7323483,0.0
Klinik Kesihatan Ibu dan Anak Cheras Makmur,clinic,clinic,general,Unknown,Unknown,3.1018679,101.7408161,0.0
Big Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,3.1019429,101.7408469,0.0
Zhou Specialist Dental & Implantology Clinic,clinic,clinic,general,Unknown,Unknown,3.0571764,101.7457938,0.0
Klinik Kesihatan Meditech,clinic,clinic,general,Unknown,Unknown,3.0746087,101.7364315,0.0
Klinik Britain,clinic,clinic,general,Unknown,Unknown,3.0580362,101.7483602,0.0
Klinik Healthmate,clinic,clinic,general,Unknown,Unknown,3.070309,101.7429258,0.0
Klinik Maamor,clinic,clinic,general,Unknown,Unknown,3.0720347,101.7142656,0.0
Pakar Perubatan Jantung Kumar,other,doctor,general,Unknown,Kajang,2.977313,101.7961848,0.0
damai,pharmacy,pharmacy,general,Unknown,Unknown,2.9896622,101.8004315,0.0
Klinik Lawrence,clinic,clinic,general,Unknown,Unknown,2.9897608,101.8003072,0.0
Klinik Desa Kampung Sungai Merab Luar,clinic,clinic,general,Unknown,Unknown,2.9390066,101.7424937,0.0
Poliklinik Az-Zahrah,clinic,clinic,general,Unknown,Unknown,2.9745475,101.8285914,0.0
Klinik Pergigian Drs Wong & Partners,other,dentist,general,Unknown,Semenyih,2.9631616,101.8371294,0.0
Klinik Dinamik,clinic,clinic,general,Unknown,Unknown,2.9318011,101.8572838,0.0
Klinik Pusrawi SMC Semenyih,clinic,clinic,general,Unknown,Unknown,2.9305483,101.85801,0.0
Klinik Randeep,other,doctor,general,Unknown,Seremban,2.7283453,101.926105,0.0
Klinik Komuniti,clinic,clinic,general,Unknown,Seremban,2.7370745,101.9712021,0.0
Farmasi Alpro,pharmacy,pharmacy,general,Unknown,Seremban,2.7244525,101.9396205,0.0
Pearl Dental,other,dentist,general,Unknown,Unknown,2.7244685,101.9397181,0.0
Klinik Tan,other,doctor,general,Unknown,Seremban,2.7240895,101.9382425,0.0
Seremban Premier Pharmacy,pharmacy,pharmacy,general,Unknown,Seremban,2.7245101,101.9390274,0.0
Farmasi Wangsa,pharmacy,pharmacy,general,Unknown,Seremban,2.7246985,101.9380073,0.0
Samuel Klinik,other,doctor,general,Unknown,Seremban,2.7252541,101.9399136,0.0
Yong's Specialist Clinic,other,doctor,general,Unknown,Seremban,2.7251343,101.9370314,0.0
Klinik Pergigian Nik Halim,other,dentist,general,Unknown,Seremban,2.7250734,101.9369724,0.0
Klinik Pakar Kulit Badsha,other,doctor,dermatology,Unknown,Seremban,2.7241574,101.9408661,0.0
Surgeri Pergigian Seremban,other,dentist,general,Unknown,Seremban,2.7240762,101.9408885,0.0
Klinik Kanak-kanak Dhillon,other,doctor,paediatrics,Unknown,Seremban,2.7257824,101.9404512,0.0
Klinik Pakar Wanita Rekha,other,maternity,general,Unknown,Seremban,2.7244711,101.9374973,0.0
Poliklinik Jasa,clinic,clinic,general,Unknown,Seremban,2.7270962,101.9776103,0.0
Klinik Rasah and Surgery,other,doctor,general,Unknown,Unknown,2.6913007,101.9350506,0.0
Kelinik Mambau,other,,general,Unknown,Seremban,2.6691771,101.9193816,0.0
Parim Specialist Clinic,other,doctor,general,Unknown,Seremban,2.7297982,101.9366498,0.0
Farmasi NS,pharmacy,pharmacy,general,Unknown,Seremban,2.7298036,101.9367625,0.0
Klinik Desa Rinching Hilir,clinic,clinic,general,Unknown,Semenyih,2.9012168,101.8122457,0.0
Pusat Hemodialisis Mawar,clinic,clinic,haematology,Unknown,Port Dickson,2.5704472,101.8294694,0.0
AMS2 AFIYAA TRADITIONAL HEALTHCARE SPA,other,yes,general,Unknown,Seremban,2.7271454,101.9774932,0.0
Klinik Ramani,other,doctor,general,Unknown,Port Dickson,2.5531353,101.8059405,0.0
Klinik Sehat Wellness Centre,clinic,clinic,general,Unknown,Seremban,2.6957971,101.9116493,0.0
Watsons,pharmacy,pharmacy,general,Unknown,Seremban,2.700717,101.9120607,0.0
Port Medical Centre,other,doctor,general,Unknown,Port Dickson,2.5258174,101.8100134,0.0
Klinik Desa Teluk Kemang,other,,general,Unknown,Port Dickson,2.4551665,101.8572624,0.0
Klinik 1 Malaysia,other,doctor,general,Unknown,Port Dickson,2.5598752,101.817218,0.0
Poliklinik Medicare,clinic,clinic,general,Unknown,Unknown,2.5698465,101.8293798,0.0
Klinik Pergigian Infinite Smiles,other,dentist,general,Unknown,Unknown,1.5140492,110.3362245,0.0
Care4me,other,doctor,general,Unknown,Unknown,2.8188254,101.7883726,0.0
U Dental,other,dentist,general,Unknown,Nilai,2.8214815,101.793309,0.0
Guardian,pharmacy,pharmacy,general,Unknown,Seremban,2.7017103,101.9846619,0.0
Farmasi Health Lane,pharmacy,pharmacy,general,Unknown,Unknown,2.2550128,102.2913799,0.0
Klinik Templer,clinic,clinic,general,Unknown,Unknown,3.1013859,101.7327292,0.0
My Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,1.507763,110.3333623,0.0
Guardian,pharmacy,pharmacy,general,Unknown,Unknown,3.4494862,102.4162468,0.0
Hospital Kesihatan Senawang,hospital,hospital,general,Unknown,Unknown,2.6922119,101.9880684,0.0
Farmasi Newway,pharmacy,pharmacy,general,Unknown,Seremban,2.7114874,101.9419204,0.0
Traditional Chinese bone Doctors,clinic,clinic,general,Unknown,Unknown,3.0975451,101.7496444,0.0
Klinik Leong,clinic,clinic,general,Unknown,Unknown,3.1020735,101.7335283,0.0
Cheras Dialysis Centre,clinic,clinic,general,Unknown,Unknown,3.1027971,101.7321992,0.0
Pusat Pakar UKM,hospital,hospital,general,Unknown,Unknown,3.0990506,101.726125,0.0
Guardian,pharmacy,pharmacy,general,Unknown,Unknown,3.1489042,101.6970696,0.0
CARiNG Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,3.1004531,101.7418848,0.0
Widuri Health & Beauty Centre,pharmacy,pharmacy,general,Unknown,Unknown,3.1678408,101.7011188,0.0
Klinik Eco Medic,clinic,clinic,general,Unknown,Unknown,3.2327117,101.4535553,0.0
Farmasi Center Point,pharmacy,pharmacy,general,Unknown,Miri,4.3895516,113.9858751,0.0
Lee Clinic,clinic,clinic,general,Unknown,Miri,4.3896011,113.9858987,0.0
Mediclinic Wong Zul & Rakan-rakan,clinic,clinic,general,Unknown,Unknown,3.1034953,101.682826,0.0
Anika Sempurna Sdn Bhd,clinic,clinic,traditional_chinese_medicine,Unknown,Kuala Lumpur,3.1934343,101.6801162,0.0
Klinik Gigi Seow & Lee,other,dentist,general,Unknown,Unknown,2.7246115,101.9399004,0.0
Watsons,pharmacy,pharmacy,general,Unknown,Unknown,3.0898941,101.7424969,0.0
Klinik Sri Subang,clinic,clinic,general,Unknown,Petaling Jaya,3.074268,101.6151835,0.0
Klinik Bandar,clinic,clinic,general,Unknown,Unknown,3.0781943,101.6085512,0.0
Klinik Negara,clinic,clinic,general,Unknown,Unknown,3.1669704,101.6952353,0.0
Go Smile Dental Clinic,other,dentist,general,Unknown,Unknown,3.1669641,101.6952992,0.0
Klinik Kebajikan Thakardas,clinic,clinic,general,Unknown,Unknown,3.1633045,101.6949127,0.0
Farmasi NL,pharmacy,,general,Unknown,Unknown,5.8036826,100.3763535,0.0
Eversmile Dentist,other,dentist,general,Unknown,Unknown,5.4316982,100.3115281,0.0
Klinik Haza,clinic,clinic,general,Unknown,Unknown,3.2334499,101.4141944,0.0
Klinik Mediviron,clinic,clinic,general,Unknown,Petaling Jaya,3.0869217,101.663206,0.0
Healthy Strides Malaysia - Intensive Therapy Specialist,other,physiotherapist,general,Unknown,Miri,4.3792331,113.9775605,0.0
Divine Chiropractic Center,other,alternative,chiropractic,Unknown,Unknown,3.1003488,101.6869178,0.0
TCM KL Valley,other,alternative,traditional_chinese_medicine,Unknown,Unknown,3.1001082,101.6869079,0.0
St Luke's Eldercare Active Ageing Centre (Care) @ Northshore,other,centre,general,Unknown,Unknown,1.4174502,103.9007035,0.0
SOON THYE HANG,other,alternative,traditional_chinese_medicine,Unknown,Unknown,3.0438013,101.6177598,0.0
Hospital Kunak,hospital,hospital,general,Unknown,Unknown,4.6774978,118.2320334,0.0
Klinik Kulit Chen,other,doctor,dermatology,Unknown,Miri,4.396595,113.9861754,0.0
Klinik Pergigian & Pakar Orthodontik Dr. Aziz,other,dentist,orthodontics,Unknown,Miri,4.3958621,113.98653,0.0
Moh Heng Pharmacy Sdn Bhd,pharmacy,pharmacy,general,Unknown,Miri,4.3938347,113.9863519,0.0
Klinik Sim,clinic,clinic,general;occupational,Unknown,Miri,4.3935248,113.9862632,0.0
Klinik Mediviron,clinic,clinic,general,Unknown,Unknown,3.1609213,101.5132154,0.0
Klinik Kota Laksamana,clinic,clinic,general,Unknown,Unknown,2.1950178,102.237101,0.0
Klinik Desa,clinic,clinic,general,Unknown,Unknown,2.2495746,102.2519259,0.0
Surgeri Pergigian Kelana Jaya,other,dentist,general,Unknown,Petaling Jaya,3.1058817,101.6000932,0.0
Klinik ADL,other,dentist,general,Unknown,Petaling Jaya,3.1019095,101.6000778,0.0
Klinik Pergigian Batu Pahat,other,dentist,dentist,Unknown,Unknown,1.8507233,102.9281923,0.0
Chinese Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,2.1971548,102.2488255,0.0
Alpro Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,3.129332,101.6353577,0.0
Koe Klinik,clinic,clinic,general,Unknown,Unknown,5.4300548,100.3128159,0.0
Wellings Mini,pharmacy,pharmacy,general,Unknown,Unknown,5.4301438,100.3121718,0.0
Klinik Mediviron Bandar Seri Coalfields,clinic,clinic,general,Unknown,Unknown,3.2424004,101.4751582,0.0
Klinik Pergigian Ampang,other,dentist,general,Unknown,Unknown,3.145298,101.7611982,0.0
Guardian,pharmacy,pharmacy,general,Unknown,Unknown,3.2033057,101.4867355,0.0
Klinik Ikhwan,clinic,clinic,general,Unknown,Unknown,3.200865,101.485558,0.0
Big Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,3.2011228,101.4865906,0.0
kompleks kediaman,hospital,hospital,general,Unknown,Unknown,3.0733684,101.4898829,0.0
Southern Clinic & Surgery,clinic,clinic,general,Unknown,Unknown,3.0258451,101.4284226,0.0
Proheal MOC Dental Clinic,other,dentist,general,Unknown,Unknown,3.0003729,101.5330687,0.0
Caring Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,3.0005867,101.5334749,0.0
Poliklinik Shaik,clinic,clinic,general,Unknown,Unknown,3.003228,101.5374159,0.0
Cosway Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,3.0047286,101.5379365,0.0
B.E.N Physio,other,physiotherapist,general,Unknown,Unknown,3.1280759,101.6700456,0.0
Tabin Cina Dan Akupunktur Lee,other,alternative,traditional_chinese_medicine,Unknown,Unknown,4.8545644,100.7414333,0.0
Pemulihan Dalam Komuniti,other,rehabilitation,general,Unknown,Unknown,3.2570735,101.5277443,0.0
Klinik Nayanika,clinic,clinic,general,Unknown,Unknown,3.0033855,101.5386907,0.0
Klinik Med Doc,clinic,clinic,orthopaedics,Unknown,Unknown,3.0037418,101.5389758,0.0
Klinik Alam Medic,clinic,clinic,general,Unknown,Unknown,2.9998699,101.5254901,0.0
Farmasi Ukhwah,pharmacy,pharmacy,general,Unknown,Unknown,3.2324502,101.4137879,0.0
Yuwaiz,other,doctor,general,Unknown,Unknown,3.1527486,101.6219711,0.0
Klinik Pergigian Maha,other,dentist,general,Unknown,Unknown,3.152759,101.6219956,0.0
Klinik Pakar Pergigian Norlina,other,dentist,general,Unknown,Unknown,3.1031612,101.5278802,0.0
Klinik Sri Familia,clinic,clinic,general,Unknown,Unknown,3.1030929,101.5283724,0.0
Klinik Raj,clinic,clinic,general,Unknown,Unknown,3.1585937,101.5736809,0.0
Pusat Kesihatan Kampong Melayu Subang,hospital,hospital,general,Unknown,Unknown,3.1516563,101.5330745,0.0
Poliklinik Umra,clinic,clinic,general,Unknown,Unknown,3.0828822,101.5398732,0.0
Klinik Mediviron,clinic,clinic,general,Unknown,Unknown,3.1087303,101.6230804,0.0
Klinik Nik Isahak,clinic,clinic,general,Unknown,Unknown,3.0506773,101.5377949,0.0
Farmasi Mesra Maju,pharmacy,pharmacy,general,Unknown,Unknown,3.0553058,101.5422999,0.0
Chan Yeo Ho,other,dentist,general,Unknown,Unknown,3.1401148,101.6289144,0.0
All Smile Dental Clinic,other,dentist,general,Unknown,Unknown,3.1414725,101.627779,0.0
Hospital Pakar Sentosa,hospital,hospital,general,Unknown,Unknown,3.0056942,101.4829892,0.0
Sincere Herbs & Physiotherapy,other,physiotherapist,general,Unknown,Unknown,3.0037783,101.5389295,0.0
Casabonda Confinement & Wellness Retreat,other,"doctor,_clinic",gynaecology;clinic;paediatrics,Unknown,Shah Alam,3.1543455,101.5514439,0.0
Constant Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,3.0285326,101.4281432,0.0
Klinik Siti Banting,clinic,clinic,clinic,Unknown,Banting,2.8133385,101.5053495,0.0
Multicare Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,2.8133367,101.5078844,0.0
Khoo Dental,other,dentist,general,Unknown,Unknown,2.8774428,101.4977677,0.0
Klinik CyberMedik,clinic,clinic,general,Unknown,Shah Alam,2.979287,101.5323414,0.0
Klinik Pergigian Mastura,clinic,clinic,dentist,Unknown,Klang,3.0705945,101.4123749,0.0
Sheila Clinic,clinic,clinic,general,Unknown,Unknown,3.0404098,101.4345597,0.0
Pantai Hospital Klang,hospital,hospital,general,Unknown,Unknown,3.0263859,101.4263106,0.0
Public Clinic,clinic,clinic,general,Unknown,Unknown,3.0289008,101.4287474,0.0
Fernandez Dental,other,dentist,general,Unknown,Unknown,3.029045,101.42904,0.0
Lim Children Clinic,clinic,clinic,general,Unknown,Unknown,3.0268098,101.4278826,0.0
Klinik Klang Jaya,other,doctor,general,Unknown,Unknown,3.0094017,101.4427851,0.0
Wong See Hai Denture,other,dentist,general,Unknown,Unknown,2.1924633,102.257376,0.0
Amethyst,clinic,dialysis,nephrology,Unknown,Bandar Baru Bangi,2.9647267,101.7795628,0.0
Klinik Az-Zahrah,clinic,clinic,general,Unknown,Bandar Baru Bangi,2.9647288,101.7794319,0.0
Qualitas Health,clinic,clinic,radiology;general,Unknown,Bandar Baru Bangi,2.9647305,101.7807605,0.0
Dentes,other,dentist,general,Unknown,Bandar Baru Bangi,2.9647273,101.7793722,0.0
Poliklinik Lau,clinic,clinic,clinic;general,Unknown,Unknown,2.8091679,101.4968187,0.0
Guardian,pharmacy,pharmacy,general,Unknown,Unknown,2.7483998,101.7139325,0.0
Kedai Ubat Wan Kiong,other,alternative,traditional_chinese_medicine;herbalism,Unknown,Miri,4.3540163,113.9874043,0.0
娘家精緻月子中心,other,birthing_centre,general,Unknown,Unknown,1.8627404,102.9529148,0.0
am pm farmasi,pharmacy,pharmacy,general,Unknown,Unknown,2.0181028,103.3008035,0.0
Verve Specialist Clinic,clinic,clinic,general,Unknown,Unknown,3.1678948,101.6468085,0.0
Family Care Dental,other,dentist,general,Unknown,Unknown,1.8475915,102.9311295,0.0
Klinik Mediviron,clinic,clinic,general,Unknown,Unknown,2.9451633,101.7239039,0.0
BiG Pharmacy,pharmacy,pharmacy,general,Unknown,Petaling Jaya,3.1194066,101.6226345,0.0
Andorra Women and Children Hospital,hospital,hospital,general,Unknown,Unknown,2.974408,101.6780977,0.0
Vcare Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,2.9451114,101.7222319,0.0
Sunway Multicare,pharmacy,pharmacy,general,Unknown,Unknown,3.7903994,101.8565023,0.0
Klinik Vertica,clinic,clinic,general,Unknown,Unknown,3.1198088,101.7279981,0.0
Klinik Mediviron,clinic,clinic,general,Unknown,Unknown,3.0072477,101.4358351,0.0
AA Farmasi,pharmacy,pharmacy,general,Unknown,Unknown,3.1593748,101.750854,0.0
Mahameru International Medical Centre,other,yes,general,Unknown,Unknown,3.1341101,101.6727521,0.0
Dental Remedy By Dr. Jo,other,dentist,general,Unknown,Unknown,3.132158,101.6727008,0.0
Farmasi Mico,pharmacy,pharmacy,general,Unknown,Alor Setar,6.1189279,100.3688276,0.0
Uni-Clinic,clinic,clinic,general;paediatrics;orthopaedics;urology;radiology,Unknown,Unknown,1.4657899,110.417799,0.0
Caring Pharmacy,pharmacy,pharmacy,general,Unknown,Genting Highlands,3.4255113,101.7944185,0.0
Klinik Desa Sungai Bakau,clinic,clinic,general,Unknown,Unknown,5.1254986,100.4193803,0.0
Sunshine Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,5.4357628,100.3861601,0.0
Guardian,pharmacy,pharmacy,general,Unknown,Unknown,3.1418385,101.717926,0.0
HP Pharmacy,pharmacy,pharmacy,general,Unknown,Alor Setar,6.1227972,100.3491743,0.0
Klinik Mediviron,clinic,clinic,general,Unknown,Unknown,3.0102828,101.4679481,0.0
Health Lane,pharmacy,pharmacy,general,Unknown,Unknown,3.0100669,101.4661687,0.0
Apro,pharmacy,pharmacy,general,Unknown,Unknown,2.2001151,102.252012,0.0
Big Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,2.2001937,102.2509104,0.0
